,Threshold,Accuracy,Precision,Recall,F1-Score,False Negatives,False Positives,True Positives,True Negatives
0,0.3,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
1,0.35,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
2,0.4,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
3,0.45,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
4,0.5,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
5,0.55,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,2,40,70
6,0.6,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,2,1,40,71
